data,descricao,categoria,tipo,valor,conta,instituicao,status
2026-05-12,Plano de internet fibra maio,Internet,saida,139.90,Cartão de crédito,Banco Horizonte,confirmado
2026-05-12,Abastecimento veículo 2 maio,Combustível,saida,234.60,Cartão de crédito,Banco Aurora,confirmado
2026-05-13,Plano de telefone móvel maio,Telefone,saida,119.90,Cartão de crédito,Banco Horizonte,confirmado
2026-05-13,Restaurante no fim de semana 2 maio,Restaurantes,saida,167.80,Cartão de crédito,Banco Horizonte,confirmado
2026-05-14,Seguro automotivo maio,Seguros,saida,284.60,Conta corrente,Banco Aurora,confirmado
2026-05-14,Padaria e café da manhã 2 maio,Alimentação,saida,52.40,Carteira digital,Carteira Nuvem,confirmado
2026-05-14,Aporte Tesouro Selic maio,Investimentos,investimento,2000.00,Conta investimentos,Corretora Atlas,confirmado
2026-05-15,Curso de idiomas maio,Cursos,saida,149.00,Cartão de crédito,Banco Horizonte,confirmado
2026-05-15,Mercado da semana 3 maio,Mercado,saida,389.10,Cartão de crédito,Banco Horizonte,confirmado
2026-05-16,Assinatura de armazenamento em nuvem maio,Assinaturas,saida,34.90,Cartão de crédito,Banco Horizonte,confirmado
2026-05-16,Cinema em família maio,Cinema,saida,113.50,Cartão de crédito,Banco Horizonte,confirmado
2026-05-17,Streaming de filmes e séries maio,Streaming,saida,55.90,Cartão de crédito,Banco Horizonte,confirmado
2026-05-17,Aplicativo de transporte corrida 3 maio,Aplicativos de transporte,saida,55.30,Carteira digital,Carteira Nuvem,confirmado
2026-05-18,Freelance projeto digital maio,Freelance,entrada,2100.00,Conta digital,Banco Horizonte,confirmado
2026-05-18,Assinatura de música maio,Assinaturas,saida,21.90,Cartão de crédito,Banco Horizonte,confirmado
2026-05-18,Delivery jantar 2 maio,Delivery,saida,112.70,Carteira digital,Carteira Nuvem,confirmado
2026-05-19,Recarga bilhete de transporte maio,Transporte,saida,220.00,Conta digital,Banco Horizonte,confirmado
2026-05-19,Abastecimento veículo 3 maio,Combustível,saida,255.10,Cartão de crédito,Banco Aurora,confirmado
2026-05-19,Compra de ETF maio,Investimentos,investimento,800.00,Conta investimentos,Corretora Atlas,confirmado
2026-05-20,Restituição de imposto de renda,Restituições,entrada,1650.00,Conta corrente,Banco Aurora,confirmado
2026-05-20,Parcela de empréstimo pessoal maio,Empréstimos,saida,480.00,Conta corrente,Banco Aurora,confirmado
2026-05-20,Restaurante no fim de semana 3 maio,Restaurantes,saida,185.10,Cartão de crédito,Banco Horizonte,confirmado
2026-05-21,Anuidade do cartão de crédito maio,Cartão de crédito,saida,39.90,Cartão de crédito,Banco Horizonte,confirmado
2026-05-21,Mercado da semana 4 maio,Mercado,saida,274.80,Cartão de crédito,Banco Horizonte,confirmado
2026-05-22,Passeio cultural maio,Lazer,saida,167.00,Carteira digital,Carteira Nuvem,confirmado
2026-05-22,Troca de pneus do veículo,Manutenção,saida,1480.00,Conta corrente,Banco Aurora,confirmado
2026-05-23,Farmácia itens de cuidado maio,Farmácia,saida,84.70,Cartão de crédito,Banco Horizonte,confirmado
2026-05-24,Padaria e café da manhã 3 maio,Alimentação,saida,57.80,Carteira digital,Carteira Nuvem,confirmado
2026-05-25,Rendimentos de aplicações maio,Rendimentos,entrada,258.90,Conta investimentos,Corretora Atlas,confirmado
2026-05-26,Delivery jantar 3 maio,Delivery,saida,126.40,Carteira digital,Carteira Nuvem,confirmado
2026-05-26,Abastecimento veículo 4 maio,Combustível,saida,241.80,Cartão de crédito,Banco Aurora,confirmado
2026-05-26,Aplicativo de transporte corrida 4 maio,Aplicativos de transporte,saida,64.70,Carteira digital,Carteira Nuvem,cancelado
2026-05-26,Aporte compra de veículo maio,Investimentos,investimento,750.00,Conta investimentos,Corretora Atlas,confirmado
2026-05-27,Mercado da semana 5 maio,Mercado,saida,361.30,Cartão de crédito,Banco Horizonte,confirmado
2026-05-27,Restaurante no fim de semana 4 maio,Restaurantes,saida,202.40,Cartão de crédito,Banco Horizonte,confirmado
2026-05-27,Compra online aguardando entrega maio,Compras,saida,294.00,Cartão de crédito,Banco Horizonte,pendente
2026-05-28,Cashback de compras maio,Cashback,entrada,104.80,Carteira digital,Carteira Nuvem,confirmado
2026-05-29,Doação comunitária maio,Outros,saida,115.00,Conta digital,Banco Horizonte,confirmado
2026-05-30,Seguro residencial anual,Seguros,saida,460.00,Conta corrente,Banco Aurora,confirmado
2026-06-02,Pagamento aluguel residencial junho,Aluguel,saida,3200.00,Conta corrente,Banco Aurora,confirmado
2026-06-03,Mercado da semana 1 junho,Mercado,saida,329.60,Cartão de crédito,Banco Horizonte,confirmado
2026-06-04,Padaria e café da manhã 1 junho,Alimentação,saida,49.10,Carteira digital,Carteira Nuvem,confirmado
2026-06-05,Salário principal junho,Salário,entrada,12500.00,Conta corrente,Banco Aurora,confirmado
2026-06-05,Salário complementar junho,Salário,entrada,5000.00,Conta corrente,Banco Horizonte,confirmado
2026-06-05,Abastecimento veículo 1 junho,Combustível,saida,239.40,Cartão de crédito,Banco Aurora,confirmado
2026-06-06,Plano de saúde familiar junho,Saúde,saida,950.00,Conta corrente,Banco Aurora,confirmado
2026-06-06,Aplicativo de transporte corrida 1 junho,Aplicativos de transporte,saida,38.30,Carteira digital,Carteira Nuvem,confirmado
2026-06-07,Restaurante no fim de semana 1 junho,Restaurantes,saida,157.00,Cartão de crédito,Banco Horizonte,confirmado
2026-06-08,Condomínio residencial junho,Condomínio,saida,720.00,Conta corrente,Banco Aurora,confirmado
2026-06-08,Delivery jantar 1 junho,Delivery,saida,103.20,Carteira digital,Carteira Nuvem,confirmado
2026-06-08,Passagens para viagem de férias,Viagens,saida,1850.00,Cartão de crédito,Banco Horizonte,confirmado
2026-06-09,Mensalidade escolar junho,Educação,saida,850.00,Conta corrente,Banco Horizonte,confirmado
2026-06-09,Mercado da semana 2 junho,Mercado,saida,291.80,Cartão de crédito,Banco Horizonte,confirmado
2026-06-10,Conta de água junho,Água,saida,155.60,Conta corrente,Banco Aurora,confirmado
2026-06-10,Farmácia medicamentos básicos junho,Farmácia,saida,136.20,Cartão de crédito,Banco Horizonte,confirmado
2026-06-11,Conta de energia elétrica junho,Energia elétrica,saida,298.50,Conta corrente,Banco Aurora,pendente
2026-06-11,Aplicativo de transporte corrida 2 junho,Aplicativos de transporte,saida,47.70,Carteira digital,Carteira Nuvem,confirmado
2026-06-12,Plano de internet fibra junho,Internet,saida,139.90,Cartão de crédito,Banco Horizonte,confirmado
2026-06-12,Abastecimento veículo 2 junho,Combustível,saida,251.70,Cartão de crédito,Banco Aurora,confirmado
2026-06-13,Plano de telefone móvel junho,Telefone,saida,119.90,Cartão de crédito,Banco Horizonte,confirmado
2026-06-13,Restaurante no fim de semana 2 junho,Restaurantes,saida,174.30,Cartão de crédito,Banco Horizonte,confirmado
2026-06-14,Seguro automotivo junho,Seguros,saida,284.60,Conta corrente,Banco Aurora,confirmado
2026-06-14,Padaria e café da manhã 2 junho,Alimentação,saida,54.50,Carteira digital,Carteira Nuvem,confirmado
2026-06-14,Aporte Tesouro Selic junho,Investimentos,investimento,1400.00,Conta investimentos,Corretora Atlas,confirmado
2026-06-15,Curso de idiomas junho,Cursos,saida,149.00,Cartão de crédito,Banco Horizonte,confirmado
2026-06-15,Mercado da semana 3 junho,Mercado,saida,376.20,Cartão de crédito,Banco Horizonte,confirmado
2026-06-16,Assinatura de armazenamento em nuvem junho,Assinaturas,saida,34.90,Cartão de crédito,Banco Horizonte,confirmado
2026-06-16,Cinema em família junho,Cinema,saida,117.00,Cartão de crédito,Banco Horizonte,confirmado
2026-06-17,Streaming de filmes e séries junho,Streaming,saida,55.90,Cartão de crédito,Banco Horizonte,confirmado
2026-06-17,Aplicativo de transporte corrida 3 junho,Aplicativos de transporte,saida,57.10,Carteira digital,Carteira Nuvem,confirmado
2026-06-18,Freelance projeto digital junho,Freelance,entrada,1650.00,Conta digital,Banco Horizonte,confirmado
2026-06-18,Assinatura de música junho,Assinaturas,saida,21.90,Cartão de crédito,Banco Horizonte,confirmado
2026-06-18,Delivery jantar 2 junho,Delivery,saida,116.90,Carteira digital,Carteira Nuvem,confirmado
2026-06-18,Hospedagem de viagem de férias,Viagens,saida,1420.00,Cartão de crédito,Banco Horizonte,confirmado
2026-06-19,Recarga bilhete de transporte junho,Transporte,saida,220.00,Conta digital,Banco Horizonte,confirmado
2026-06-19,Abastecimento veículo 3 junho,Combustível,saida,228.50,Cartão de crédito,Banco Aurora,confirmado
2026-06-19,Aporte CDB junho,Investimentos,investimento,1200.00,Conta investimentos,Corretora Atlas,confirmado
2026-06-20,Parcela de empréstimo pessoal junho,Empréstimos,saida,480.00,Conta corrente,Banco Aurora,confirmado
2026-06-20,Restaurante no fim de semana 3 junho,Restaurantes,saida,191.60,Cartão de crédito,Banco Horizonte,confirmado
2026-06-21,Anuidade do cartão de crédito junho,Cartão de crédito,saida,39.90,Cartão de crédito,Banco Horizonte,confirmado
2026-06-21,Mercado da semana 4 junho,Mercado,saida,303.70,Cartão de crédito,Banco Horizonte,confirmado
2026-06-22,Passeio cultural junho,Lazer,saida,174.00,Carteira digital,Carteira Nuvem,confirmado
2026-06-23,Bônus semestral,Bônus,entrada,1800.00,Conta corrente,Banco Horizonte,confirmado
2026-06-23,Farmácia itens de cuidado junho,Farmácia,saida,90.80,Cartão de crédito,Banco Horizonte,confirmado
2026-06-24,Padaria e café da manhã 3 junho,Alimentação,saida,59.90,Carteira digital,Carteira Nuvem,confirmado
2026-06-25,Rendimentos de aplicações junho,Rendimentos,entrada,271.40,Conta investimentos,Corretora Atlas,confirmado
2026-06-26,Delivery jantar 3 junho,Delivery,saida,130.60,Carteira digital,Carteira Nuvem,pendente
2026-06-26,Abastecimento veículo 4 junho,Combustível,saida,246.90,Cartão de crédito,Banco Aurora,confirmado
2026-06-26,Aplicativo de transporte corrida 4 junho,Aplicativos de transporte,saida,66.50,Carteira digital,Carteira Nuvem,cancelado
2026-06-26,Previdência privada junho,Investimentos,investimento,800.00,Conta investimentos,Corretora Atlas,confirmado
2026-06-27,Mercado da semana 5 junho,Mercado,saida,348.50,Cartão de crédito,Banco Horizonte,confirmado
2026-06-27,Restaurante no fim de semana 4 junho,Restaurantes,saida,208.90,Cartão de crédito,Banco Horizonte,confirmado
2026-06-27,Compra online aguardando entrega junho,Compras,saida,315.00,Cartão de crédito,Banco Horizonte,pendente
2026-06-27,Compra de roupas de inverno,Vestuário,saida,610.00,Cartão de crédito,Banco Horizonte,confirmado
2026-06-28,Cashback de compras junho,Cashback,entrada,118.60,Carteira digital,Carteira Nuvem,confirmado
2026-06-29,Doação comunitária junho,Outros,saida,120.00,Conta digital,Banco Horizonte,confirmado
2026-06-30,Rendimento adicional de fundo DI,Rendimentos,entrada,94.60,Conta investimentos,Corretora Atlas,confirmado
